# file created by code in factory_simulation_2.jl
# file created on 2023-11-11 at 23:55:26
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
# parameter: std_machine_1 = 7.185832891717325
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
    8786.803,   680,  Arrival,before,   2,   1,   4,   1,   1
    8786.803,   680,  Arrival, after,   3,   2,   4,   1,   1
    8786.803,   679,Finish(1),before,   2,   2,   4,   1,   1
    8786.803,   679,Finish(1), after,   3,   2,   4,   1,   1
    8791.092,   677,Finish(2),before,   2,   2,   4,   1,   1
    8791.092,   677,Finish(2), after,   3,   2,   3,   1,   1
    8791.092,   679,Finish(1),before,   2,   2,   3,   1,   1
    8791.092,   679,Finish(1), after,   3,   1,   4,   1,   1
    8791.407,   682,  Arrival,before,   2,   1,   4,   1,   1
    8791.407,   682,  Arrival, after,   3,   2,   4,   1,   1
    8791.872,   685,Finish(2),before,   2,   2,   4,   1,   1
    8791.872,   685,Finish(2), after,   3,   2,   3,   1,   1
    8806.854,   690,Finish(2),before,   2,   2,   3,   1,   1
    8806.854,   690,Finish(2), after,   3,   2,   2,   1,   1
    8812.499,   687,Finish(1),before,   2,   2,   2,   1,   1
    8812.499,   687,Finish(1), after,   3,   1,   3,   1,   1
    8827.285,   688,  Arrival,before,   2,   1,   3,   1,   1
    8827.285,   688,  Arrival, after,   3,   2,   3,   1,   1
    8829.253,   694,Finish(1),before,   2,   2,   3,   1,   1
    8829.253,   694,Finish(1), after,   3,   1,   4,   1,   1
    8853.884,   697,Finish(1),before,   2,   1,   4,   1,   1
    8853.884,   697,Finish(1), after,   3,   1,   4,   1,   1
    8868.090,   692,Finish(2),before,   2,   1,   4,   1,   1
    8868.090,   692,Finish(2), after,   3,   1,   3,   1,   1
    8868.090,   697,Finish(1),before,   2,   1,   3,   1,   1
    8868.090,   697,Finish(1), after,   3,   0,   4,   1,   1
    8901.194,   702,Finish(1),before,   2,   0,   4,   1,   1
    8901.194,   702,Finish(1), after,   3,   0,   4,   1,   1
    8911.067,   695,  Arrival,before,   2,   0,   4,   1,   1
    8911.067,   695,  Arrival, after,   3,   1,   4,   1,   1
    8911.067,   702,Finish(1),before,   2,   1,   4,   1,   1
    8911.067,   702,Finish(1), after,   3,   1,   4,   1,   1
    8966.400,   704,  Arrival,before,   2,   1,   4,   1,   1
    8966.400,   704,  Arrival, after,   3,   2,   4,   1,   1
    8966.400,   702,Finish(1),before,   2,   2,   4,   1,   1
    8966.400,   702,Finish(1), after,   3,   2,   4,   1,   1
    9022.583,   700,Finish(2),before,   2,   2,   4,   1,   1
    9022.583,   700,Finish(2), after,   3,   2,   3,   1,   1
    9022.583,   702,Finish(1),before,   2,   2,   3,   1,   1
    9022.583,   702,Finish(1), after,   3,   1,   4,   1,   1
    9058.694,   711,Finish(1),before,   2,   1,   4,   1,   1
    9058.694,   711,Finish(1), after,   3,   1,   4,   1,   1
    9083.924,   706,  Arrival,before,   2,   1,   4,   1,   1
    9083.924,   706,  Arrival, after,   3,   2,   4,   1,   1
    9083.924,   711,Finish(1),before,   2,   2,   4,   1,   1
    9083.924,   711,Finish(1), after,   3,   2,   4,   1,   1
    9147.915,   713,  Arrival,before,   2,   2,   4,   1,   1
    9147.915,   713,  Arrival, after,   3,   3,   4,   1,   1
    9147.915,   711,Finish(1),before,   2,   3,   4,   1,   1
    9147.915,   711,Finish(1), after,   3,   3,   4,   1,   1
    9155.362,   715,  Arrival,before,   2,   3,   4,   1,   1
    9155.362,   715,  Arrival, after,   3,   4,   4,   1,   1
    9155.362,   711,Finish(1),before,   2,   4,   4,   1,   1
    9155.362,   711,Finish(1), after,   3,   4,   4,   1,   1
    9175.762,   709,Finish(2),before,   2,   4,   4,   1,   1
    9175.762,   709,Finish(2), after,   3,   4,   3,   1,   1
    9175.762,   711,Finish(1),before,   2,   4,   3,   1,   1
    9175.762,   711,Finish(1), after,   3,   3,   4,   1,   1
    9190.778,   717,  Arrival,before,   2,   3,   4,   1,   1
    9190.778,   717,  Arrival, after,   3,   4,   4,   1,   1
    9194.673,   723,  Arrival,before,   2,   4,   4,   1,   1
    9194.673,   723,  Arrival, after,   3,   5,   4,   1,   1
    9209.960,   722,Finish(1),before,   2,   5,   4,   1,   1
    9209.960,   722,Finish(1), after,   3,   5,   4,   1,   1
    9224.689,   720,Finish(2),before,   2,   5,   4,   1,   1
    9224.689,   720,Finish(2), after,   3,   5,   3,   1,   1
    9224.689,   722,Finish(1),before,   2,   5,   3,   1,   1
    9224.689,   722,Finish(1), after,   3,   4,   4,   1,   1
    9250.443,   729,Finish(1),before,   2,   4,   4,   1,   1
    9250.443,   729,Finish(1), after,   3,   4,   4,   1,   1
    9285.583,   724,  Arrival,before,   2,   4,   4,   1,   1
    9285.583,   724,  Arrival, after,   3,   5,   4,   1,   1
    9285.583,   729,Finish(1),before,   2,   5,   4,   1,   1
    9285.583,   729,Finish(1), after,   3,   5,   4,   1,   1
    9321.362,   731,  Arrival,before,   2,   5,   4,   1,   1
    9321.362,   731,  Arrival, after,   3,   6,   4,   1,   1
    9321.362,   729,Finish(1),before,   2,   6,   4,   1,   1
    9321.362,   729,Finish(1), after,   3,   6,   4,   1,   1
    9322.663,   733,  Arrival,before,   2,   6,   4,   1,   1
    9322.663,   733,  Arrival, after,   3,   7,   4,   1,   1
    9322.663,   729,Finish(1),before,   2,   7,   4,   1,   1
    9322.663,   729,Finish(1), after,   3,   7,   4,   1,   1
    9362.422,   727,Finish(2),before,   2,   7,   4,   1,   1
    9362.422,   727,Finish(2), after,   3,   7,   3,   1,   1
    9362.422,   729,Finish(1),before,   2,   7,   3,   1,   1
    9362.422,   729,Finish(1), after,   3,   6,   4,   1,   1
    9394.310,   740,Finish(1),before,   2,   6,   4,   1,   1
    9394.310,   740,Finish(1), after,   3,   6,   4,   1,   1
    9421.839,   735,  Arrival,before,   2,   6,   4,   1,   1
    9421.839,   735,  Arrival, after,   3,   7,   4,   1,   1
    9421.839,   740,Finish(1),before,   2,   7,   4,   1,   1
    9421.839,   740,Finish(1), after,   3,   7,   4,   1,   1
    9440.927,   742,  Arrival,before,   2,   7,   4,   1,   1
    9440.927,   742,  Arrival, after,   3,   8,   4,   1,   1
    9440.927,   740,Finish(1),before,   2,   8,   4,   1,   1
    9440.927,   740,Finish(1), after,   3,   8,   4,   1,   1
    9467.344,   744,  Arrival,before,   2,   8,   4,   1,   1
    9467.344,   744,  Arrival, after,   3,   9,   4,   1,   1
    9467.344,   740,Finish(1),before,   2,   9,   4,   1,   1
    9467.344,   740,Finish(1), after,   3,   9,   4,   1,   1
    9477.879,   746,  Arrival,before,   2,   9,   4,   1,   1
    9477.879,   746,  Arrival, after,   3,  10,   4,   1,   1
    9477.879,   740,Finish(1),before,   2,  10,   4,   1,   1
    9477.879,   740,Finish(1), after,   3,  10,   4,   1,   1
    9480.406,   748,  Arrival,before,   2,  10,   4,   1,   1
    9480.406,   748,  Arrival, after,   3,  11,   4,   1,   1
    9480.406,   740,Finish(1),before,   2,  11,   4,   1,   1
    9480.406,   740,Finish(1), after,   3,  11,   4,   1,   1
    9484.612,   750,  Arrival,before,   2,  11,   4,   1,   1
    9484.612,   750,  Arrival, after,   3,  12,   4,   1,   1
    9484.612,   740,Finish(1),before,   2,  12,   4,   1,   1
    9484.612,   740,Finish(1), after,   3,  12,   4,   1,   1
    9558.910,   738,Finish(2),before,   2,  12,   4,   1,   1
    9558.910,   738,Finish(2), after,   3,  12,   3,   1,   1
    9558.910,   740,Finish(1),before,   2,  12,   3,   1,   1
    9558.910,   740,Finish(1), after,   3,  11,   4,   1,   1
    9570.894,   757,Finish(1),before,   2,  11,   4,   1,   1
    9570.894,   757,Finish(1), after,   3,  11,   4,   1,   1
    9629.723,   752,  Arrival,before,   2,  11,   4,   1,   1
    9629.723,   752,  Arrival, after,   3,  12,   4,   1,   1
    9629.723,   757,Finish(1),before,   2,  12,   4,   1,   1
    9629.723,   757,Finish(1), after,   3,  12,   4,   1,   1
    9649.061,   759,  Arrival,before,   2,  12,   4,   1,   1
    9649.061,   759,  Arrival, after,   3,  13,   4,   1,   1
    9649.061,   757,Finish(1),before,   2,  13,   4,   1,   1
    9649.061,   757,Finish(1), after,   3,  13,   4,   1,   1
    9675.923,   761,  Arrival,before,   2,  13,   4,   1,   1
    9675.923,   761,  Arrival, after,   3,  14,   4,   1,   1
    9675.923,   757,Finish(1),before,   2,  14,   4,   1,   1
    9675.923,   757,Finish(1), after,   3,  14,   4,   1,   1
    9714.270,   755,Finish(2),before,   2,  14,   4,   1,   1
    9714.270,   755,Finish(2), after,   3,  14,   3,   1,   1
    9714.270,   757,Finish(1),before,   2,  14,   3,   1,   1
    9714.270,   757,Finish(1), after,   3,  13,   4,   1,   1
    9721.986,   763,  Arrival,before,   2,  13,   4,   1,   1
    9721.986,   763,  Arrival, after,   3,  14,   4,   1,   1
    9742.853,   768,Finish(1),before,   2,  14,   4,   1,   1
    9742.853,   768,Finish(1), after,   3,  14,   4,   1,   1
    9760.885,   769,  Arrival,before,   2,  14,   4,   1,   1
    9760.885,   769,  Arrival, after,   3,  15,   4,   1,   1
    9760.885,   768,Finish(1),before,   2,  15,   4,   1,   1
    9760.885,   768,Finish(1), after,   3,  15,   4,   1,   1
    9770.440,   766,Finish(2),before,   2,  15,   4,   1,   1
    9770.440,   766,Finish(2), after,   3,  15,   3,   1,   1
    9770.440,   768,Finish(1),before,   2,  15,   3,   1,   1
    9770.440,   768,Finish(1), after,   3,  14,   4,   1,   1
    9797.213,   776,Finish(1),before,   2,  14,   4,   1,   1
    9797.213,   776,Finish(1), after,   3,  14,   4,   1,   1
    9851.932,   774,Finish(2),before,   2,  14,   4,   1,   1
    9851.932,   774,Finish(2), after,   3,  14,   3,   1,   1
    9851.932,   776,Finish(1),before,   2,  14,   3,   1,   1
    9851.932,   776,Finish(1), after,   3,  13,   4,   1,   1
    9869.981,   781,Finish(1),before,   2,  13,   4,   1,   1
    9869.981,   781,Finish(1), after,   3,  13,   4,   1,   1
    9902.361,   771,  Arrival,before,   2,  13,   4,   1,   1
    9902.361,   771,  Arrival, after,   3,  14,   4,   1,   1
    9902.361,   781,Finish(1),before,   2,  14,   4,   1,   1
    9902.361,   781,Finish(1), after,   3,  14,   4,   1,   1
    9948.467,   779,Finish(2),before,   2,  14,   4,   1,   1
    9948.467,   779,Finish(2), after,   3,  14,   3,   1,   1
    9948.467,   781,Finish(1),before,   2,  14,   3,   1,   1
    9948.467,   781,Finish(1), after,   3,  13,   4,   1,   1
    9954.198,   783,  Arrival,before,   2,  13,   4,   1,   1
    9954.198,   783,  Arrival, after,   3,  14,   4,   1,   1
    9972.336,   789,  Arrival,before,   2,  14,   4,   1,   1
    9972.336,   789,  Arrival, after,   3,  15,   4,   1,   1
    9973.828,   788,Finish(1),before,   2,  15,   4,   1,   1
    9973.828,   788,Finish(1), after,   3,  15,   4,   1,   1
    9985.879,   786,Finish(2),before,   2,  15,   4,   1,   1
    9985.879,   786,Finish(2), after,   3,  15,   3,   1,   1
    9985.879,   788,Finish(1),before,   2,  15,   3,   1,   1
    9985.879,   788,Finish(1), after,   3,  14,   4,   1,   1
   10001.048,   790,  Arrival,before,   2,  14,   4,   1,   1
   10001.048,   790,  Arrival, after,   3,  15,   4,   1,   1
